정류소노드 아이디,정류소명,경도,위도,지자체코드,지자체명
290000079,우기2리,127.0803211,36.150318,290,논산시
290000080,우기1리,127.0698502,36.151092,290,논산시
290000081,용화2리,127.0665331,36.160413,290,논산시
290000082,용화3리,127.0664392,36.162009,290,논산시
290000083,야화1리,127.067724,36.167355,290,논산시
290000084,채운우체국,127.0683562,36.170528,290,논산시
290000085,용화1리,127.0667221,36.172385,290,논산시
290000086,채운면사무소,127.0623892,36.173277,290,논산시
290000088,화정1리,127.067585,36.144249,290,논산시
290000090,화정2리,127.0727701,36.138815,290,논산시
290000091,동성리,127.068354,36.139455,290,논산시
290000092,신화3리,127.054953,36.141687,290,논산시
290000093,삼거3리,127.0477321,36.142693,290,논산시
290000094,삼거5리.평촌마을,127.0411222,36.143864,290,논산시
290000095,산양리,127.0251608,36.15052,290,논산시
290000100,강경대흥시장,127.0130242,36.154899,290,논산시
290000101,용화1리,127.0704121,36.171738,290,논산시
290000102,남산3리.원남산,127.0783192,36.172454,290,논산시
290000103,남산2리.거름실,127.0828732,36.173835,290,논산시
290000104,교촌2리.의승골,127.0890922,36.171387,290,논산시
290000105,교촌리,127.0944292,36.171293,290,논산시
290000106,교촌2리,127.1017912,36.170478,290,논산시
290000107,그린힐장입구,127.1028521,36.175423,290,논산시
290000108,신촌사거리,127.102446,36.177584,290,논산시
290000109,내동2지구,127.1022491,36.178403,290,논산시
290000110,논산고교앞,127.0996121,36.183356,290,논산시
290000111,논산여상,127.0978891,36.184995,290,논산시
290000112,논산고,127.099809,36.182513,290,논산시
290000113,내동2지구,127.1020111,36.178368,290,논산시
290000114,신촌사거리,127.102298,36.177557,290,논산시
290000115,교촌3리,127.102698,36.17532,290,논산시
290000116,교촌2리,127.1016781,36.170447,290,논산시
290000117,교촌리,127.094431,36.171386,290,논산시
290000118,교촌2리.의승골,127.0890151,36.171468,290,논산시
290000119,남산2리.거름실,127.0828051,36.173907,290,논산시
290000120,남산3리.원남산,127.0783051,36.17253,290,논산시
290000121,용화1리,127.0705781,36.171846,290,논산시
290000122,안심리,127.0826932,36.136575,290,논산시
290000123,안심리,127.0836461,36.136062,290,논산시
290000124,예비군훈련장,127.0872061,36.135009,290,논산시
290000125,안심리,127.089806,36.132315,290,논산시
290000126,연무중학교,127.0935292,36.131677,290,논산시
290000127,연무삼거리,127.0984432,36.130806,290,논산시
290000128,연무농협,127.099836,36.129303,290,논산시
290000129,마산리,127.0990901,36.127625,290,논산시
290000130,마산리,127.0992121,36.127571,290,논산시
290000131,연무농협,127.0999372,36.129068,290,논산시
290000132,연무삼거리,127.098324,36.130959,290,논산시
290000133,연무중학교,127.0935742,36.131783,290,논산시
290000134,안심리,127.089842,36.132422,290,논산시
290000135,예비군훈련장,127.0872551,36.135116,290,논산시
290000137,안심리,127.0827562,36.136674,290,논산시
290000142,산양리,127.025055,36.150296,290,논산시
290000143,삼거5리.평촌마을,127.041102,36.143784,290,논산시
290000144,삼거3리,127.047852,36.142944,290,논산시
290000145,신화3리,127.0541081,36.141642,290,논산시
290000146,동성리,127.0682482,36.139365,290,논산시
290000147,교촌2리,127.1047021,36.168993,290,논산시
290000148,연서2리,127.1058412,36.166509,290,논산시
290000149,연서3리,127.1047702,36.162459,290,논산시
290000150,방축리입구,127.102469,36.157896,290,논산시
290000151,토양1리,127.1016022,36.151878,290,논산시
290000152,토양3리,127.1029522,36.145143,290,논산시
290000153,우성사료입구,127.1022412,36.143478,290,논산시
290000154,안심8리.개태골,127.1005711,36.138419,290,논산시
290000155,연무대시외버스정류장,127.1001892,36.135315,290,논산시
290000156,행복마을,127.099724,36.133595,290,논산시
290000157,동산2리,127.09949,36.131247,290,논산시
290000158,연무우체국,127.0986232,36.125816,290,논산시
290000159,농협하나로마트,127.098009,36.123957,290,논산시
290000160,연무초등학교,127.098689,36.118288,290,논산시
290000161,훈련소앞,127.098131,36.11387,290,논산시
290000162,금곡리,127.0984381,36.111518,290,논산시
290000163,훈련소입소대대,127.0987211,36.108608,290,논산시
290000164,훈련소입소대대앞,127.098725,36.107079,290,논산시
290000165,훈련소입소대대,127.0990469,36.108649,290,논산시
290000166,금곡리,127.0986631,36.111553,290,논산시
290000167,훈련소앞,127.0983589,36.114473,290,논산시
290000168,진등마을,127.098949,36.118262,290,논산시
290000169,연무전화국앞,127.098059,36.123557,290,논산시
290000170,연무우체국,127.0987711,36.125942,290,논산시
290000171,동산2리.대흥칼라문구앞,127.099697,36.130876,290,논산시
290000172,연무공원,127.100097,36.133962,290,논산시
290000174,연무대시외버스정류장,127.1002921,36.135333,290,논산시
290000175,안심8리.개태골,127.1007061,36.138419,290,논산시
290000176,우성사료입구,127.102194,36.14309,290,논산시
290000177,토양3리,127.103081,36.145107,290,논산시
290000178,토양1리,127.1019089,36.15196,290,논산시
290000179,방축리,127.1027351,36.15792,290,논산시
290000180,연서3리,127.104872,36.162554,290,논산시
290000182,교촌2리,127.1048422,36.168966,290,논산시
290000183,황화4리,127.109547,36.102218,290,논산시
290000184,죽평1리종점,127.112958,36.101367,290,논산시
290000185,황화4리,127.109556,36.102326,290,논산시
290000186,황화3리,127.097681,36.104741,290,논산시
290000187,황화3리,127.09449,36.101795,290,논산시
290000188,마전4리.야황마을,127.092911,36.098145,290,논산시
290000189,고내2리.효죽,127.0926101,36.095486,290,논산시
290000190,고내3리,127.0915531,36.09027,290,논산시
290000191,고내3리,127.092519,36.086274,290,논산시
290000192,황화초등학교,127.0906801,36.088056,290,논산시
290000194,봉동6리,127.076742,36.101625,290,논산시
290000195,봉동5리,127.0691212,36.111798,290,논산시
290000196,봉동4리,127.0656331,36.119475,290,논산시
290000197,봉동5리,127.0689761,36.111821,290,논산시
290000198,봉동5리.상봉,127.0685632,36.107008,290,논산시
290000199,봉동6리,127.0677481,36.10005,290,논산시
290000200,봉동1리.외송,127.0674151,36.096453,290,논산시
290000201,마전5리,127.0730221,36.09482,290,논산시
290000202,마전5리,127.0782961,36.090853,290,논산시
290000203,마전5리.삼반내,127.0839841,36.094065,290,논산시
290000204,황화초등학교,127.0907971,36.088101,290,논산시
290000205,고내3리,127.0926472,36.086247,290,논산시
290000206,고내3리,127.0915841,36.090522,290,논산시
290000207,고내2리.효죽,127.0927372,36.09557,290,논산시
290000208,마전4리.야황마을,127.093032,36.098079,290,논산시
290000209,황화3리,127.0945732,36.101705,290,논산시
290000210,황화3리,127.097717,36.104496,290,논산시
290000211,황화정류장,127.092632,36.086065,290,논산시
290000212,고내3리.신평마을,127.0954372,36.083538,290,논산시
290000213,고내5리,127.100984,36.079758,290,논산시
290000215,고내5리,127.1060741,36.082206,290,논산시
290000216,황화1리.구합선,127.1119432,36.086706,290,논산시
290000217,황화1리,127.1134732,36.091472,290,논산시
290000218,황화1리.죽림동.죽림정사,127.1155612,36.097811,290,논산시
290000220,고내3리,127.0924099,36.086134,290,논산시
290000221,마전6리,127.0917731,36.079801,290,논산시
290000226,마전6리,127.0918861,36.079746,290,논산시
290000227,연무정류소,127.1014981,36.134442,290,논산시
290000228,죽본1리,127.1159291,36.144563,290,논산시
290000229,죽본1리.대밑,127.1218792,36.14441,290,논산시
290000230,죽본1리,127.1159122,36.144663,290,논산시
290000231,연무중앙초 입구,127.1022682,36.129069,290,논산시
290000232,동산8리,127.1055931,36.12786,290,논산시
290000233,연무대기계공고,127.1079331,36.127053,290,논산시
290000234,마산2리,127.111986,36.124668,290,논산시
290000235,마산2리,127.1167211,36.122067,290,논산시
290000236,마산4리,127.1191021,36.119307,290,논산시
290000240,가야곡산업단지,127.1428801,36.129299,290,논산시
290000241,야촌2리,127.144742,36.131685,290,논산시
290000242,왕암2리,127.15087,36.132288,290,논산시
290000243,사거리정류소,127.1546611,36.133038,290,논산시
290000244,육곡사거리,127.1593321,36.134789,290,논산시
290000245,육곡사거리,127.1592151,36.134843,290,논산시
290000246,야촌사거리,127.1544361,36.133107,290,논산시
290000247,왕암2리,127.150889,36.13239,290,논산시
290000249,가야곡산업단지,127.1427991,36.129317,290,논산시
290000250,양지2리,127.1309962,36.124729,290,논산시
290000253,마산4리,127.119217,36.119453,290,논산시
290000254,마산4리.구자곡초등학교,127.1167582,36.122112,290,논산시
290000255,마산2리,127.112081,36.124785,290,논산시
290000256,연무대기계공고,127.10777,36.126909,290,논산시
290000257,동산8리,127.1055031,36.127692,290,논산시
290000261,동산6리,127.1257582,36.127811,290,논산시
290000262,동산1리.행정,127.120329,36.13061,290,논산시
290000263,양지1리.소양,127.1258572,36.113433,290,논산시
290000264,소룡리,127.1283541,36.110357,290,논산시
290000265,소룡리종점,127.131044,36.107974,290,논산시
290000266,소룡리,127.1283181,36.110313,290,논산시
290000267,양지1리.소양,127.1257661,36.113382,290,논산시
290000268,고내2동,127.0955812,36.097749,290,논산시
290000269,고내6리,127.1008282,36.090932,290,논산시
290000270,고내6리,127.1009221,36.090913,290,논산시
290000271,고내2동,127.0954271,36.097731,290,논산시
290000272,고내5리,127.1033572,36.079236,290,논산시
290000273,고내4리,127.1071091,36.077481,290,논산시
290000274,고내4리,127.1109622,36.076149,290,논산시
290000275,고내1리,127.1197051,36.076372,290,논산시
290000276,고내1리.고내곡,127.125886,36.076421,290,논산시
290000277,고내1리.고내곡,127.1258662,36.0765,290,논산시
290000278,고내1리,127.1197591,36.076471,290,논산시
290000279,고내4리,127.1109622,36.076257,290,논산시
290000280,고내4리,127.107167,36.07758,290,논산시
290000281,고내5리,127.103373,36.079351,290,논산시
290000282,고내5리,127.1010712,36.079845,290,논산시
290000283,고내3리.신평마을,127.0955221,36.083634,290,논산시
290000284,삼전2리,127.1650421,36.093273,290,논산시
290000285,삼전2리,127.1650831,36.095514,290,논산시
290000286,삼전2리,127.1638732,36.097547,290,논산시
290000287,삼전2리,127.1628641,36.1008,290,논산시
290000288,삼전1리,127.1631571,36.106164,290,논산시
290000289,삼전1리,127.163394,36.10953,290,논산시
290000290,삼전1리,127.1626492,36.114372,290,논산시
290000291,왕암리,127.1572621,36.123207,290,논산시
290000292,왕암.왕암초등학교앞,127.1556472,36.124502,290,논산시
290000293,왕암리,127.1559211,36.12825,290,논산시
290000294,야촌리,127.154511,36.133441,290,논산시
290000295,야촌1리,127.1527582,36.136485,290,논산시
290000296,야촌3리,127.1511421,36.141937,290,논산시
290000297,야촌3리.관음자골,127.1506871,36.14544,290,논산시
290000298,두월리,127.1480591,36.151844,290,논산시
290000299,두월리,127.1467192,36.153963,290,논산시
290000300,두월2리,127.144872,36.156527,290,논산시
290000301,두월1리,127.141142,36.162177,290,논산시
290000302,두월1리,127.1400311,36.164034,290,논산시
290000303,서포,127.128857,36.176046,290,논산시
290000304,와야리,127.1217031,36.184255,290,논산시
290000305,관촉1동,127.1168071,36.188954,290,논산시
290000306,관촉동,127.1143829,36.191693,290,논산시
290000307,기민중학교후문,127.1132212,36.196506,290,논산시
290000308,지산동,127.1113628,36.198161,290,논산시
290000309,기민중학교앞,127.108643,36.198958,290,논산시
290000310,한국농어촌공사교육원,127.1051161,36.199969,290,논산시
290000311,문화마을,127.0958,36.202777,290,논산시
290000312,동성초,127.093311,36.203598,290,논산시
290000313,시외버스터미널,127.0877051,36.20331,290,논산시
290000314,방축1리,127.0965082,36.159154,290,논산시
290000315,방축1리,127.0956701,36.160627,290,논산시
290000316,방축2리,127.094292,36.163086,290,논산시
290000317,방축3리,127.092893,36.164502,290,논산시
290000318,방축4리,127.0791259,36.163929,290,논산시
290000319,방축3리,127.0930021,36.164493,290,논산시
290000320,금곡1리,127.0941401,36.120959,290,논산시
290000321,금곡4리,127.0876111,36.119718,290,논산시
290000322,안심3리,127.0770761,36.119286,290,논산시
290000323,금곡4리,127.0877242,36.119646,290,논산시
290000324,금곡1리,127.0941581,36.120852,290,논산시
290000325,황화1리.죽림동.죽림정사,127.115465,36.097722,290,논산시
290000326,황화1리,127.1127881,36.090072,290,논산시
290000327,황화1리.구합선,127.1118121,36.086706,290,논산시
290000328,신화3리종점,127.0547528,36.130954,290,논산시
290000330,신화1리,127.0772611,36.130092,290,논산시
290000331,신화3리,127.054881,36.141516,290,논산시
290000332,마전5리.삼반내,127.0840522,36.094239,290,논산시
290000333,마전3리,127.0830841,36.103316,290,논산시
290000334,마전3리,127.083465,36.107583,290,논산시
290000335,금곡3리,127.0933492,36.111789,290,논산시
290000336,금곡3리,127.0933121,36.111924,290,논산시
290000337,마전3리,127.0833811,36.107667,290,논산시
290000338,마전3리,127.0829621,36.103275,290,논산시
290000339,마전5리.삼반내,127.083866,36.094217,290,논산시
290000340,마전5리,127.0782821,36.09096,290,논산시
290000341,마전5리,127.0730722,36.094923,290,논산시
290000342,봉동1리.외송,127.0675552,36.096507,290,논산시
290000343,봉동6리,127.0678831,36.10007,290,논산시
290000344,봉동5리.상봉,127.0686892,36.106965,290,논산시
290000345,봉동6리,127.0766671,36.101535,290,논산시
290000346,봉동2리종점,127.064385,36.1089,290,논산시
290000347,시외버스터미널,127.088969,36.203748,290,논산시
290000348,취암동,127.0913011,36.205146,290,논산시
290000350,낙원마을앞,127.0956571,36.207754,290,논산시
290000351,덕지동,127.104683,36.209943,290,논산시
290000352,지산동,127.1092612,36.210645,290,논산시
290000353,아호1리.애오랏,127.1174512,36.212085,290,논산시
290000354,마구평리,127.1215732,36.213024,290,논산시
290000355,부적면사무소,127.1267932,36.213638,290,논산시
290000356,부적초등학교,127.1360401,36.212434,290,논산시
290000357,반송2리(반송2리방면),127.1378092,36.212955,290,논산시
290000358,반송2리,127.1440958,36.212597,290,논산시
290000359,반송2리,127.1473312,36.211068,290,논산시
290000360,외성3리,127.1513722,36.209898,290,논산시
290000361,외성2리,127.160213,36.213071,290,논산시
290000362,감곡리,127.165739,36.214218,290,논산시
290000363,임1리,127.176804,36.212126,290,논산시
290000364,임리.돈암서원,127.182577,36.211012,290,논산시
290000365,한전리,127.1899271,36.208382,290,논산시
290000366,청동4리.농협공판장앞,127.1976451,36.209211,290,논산시
290000367,청동리,127.2013081,36.210573,290,논산시
290000368,연산중학교,127.2055882,36.211865,290,논산시
290000369,청동리,127.209429,36.210465,290,논산시
290000370,연산정류소,127.2189251,36.209105,290,논산시
290000371,연산리,127.2182101,36.211365,290,논산시
290000372,연산리,127.2177371,36.214157,290,논산시
290000373,연산시장,127.2167842,36.216765,290,논산시
290000374,연산리,127.2114331,36.21555,290,논산시
290000375,연산중학교,127.207372,36.214484,290,논산시
290000376,청동리,127.199093,36.214152,290,논산시
290000377,고양리,127.1955841,36.215703,290,논산시
290000378,표정리,127.1923711,36.218313,290,논산시
290000379,표정1리,127.188837,36.224766,290,논산시
290000380,장전리,127.1874082,36.227952,290,논산시
290000381,덕암,127.1845591,36.23166,290,논산시
290000382,장전리,127.1809732,36.234979,290,논산시
290000383,덕암,127.1790112,36.238919,290,논산시
290000384,덕암1리,127.1758252,36.242676,290,논산시
290000385,백석초등학교,127.1779891,36.247455,290,논산시
290000386,백석리,127.1782552,36.249156,290,논산시
290000387,어은1리,127.1777911,36.25648,290,논산시
290000388,어은1리,127.1777692,36.259521,290,논산시
290000389,어은2리,127.176345,36.268018,290,논산시
290000390,어은2리,127.1747711,36.271024,290,논산시
290000391,대우리,127.1724862,36.278163,290,논산시
290000392,대우리,127.171845,36.281187,290,논산시
290000393,대촌1리.성모마을,127.1717071,36.285395,290,논산시
290000394,대촌1리.달미마을,127.1705731,36.287271,290,논산시
290000395,대촌리,127.170369,36.290088,290,논산시
290000396,대촌1리,127.1683811,36.294696,290,논산시
290000397,대촌리,127.165779,36.297873,290,논산시
290000398,주경사거리,127.1619922,36.308886,290,논산시
290000399,주경사거리,127.1618561,36.308475,290,논산시
290000401,대촌1리,127.1682652,36.294678,290,논산시
290000402,대촌리,127.1702711,36.29007,290,논산시
290000403,대촌1리.달미마을,127.1705242,36.287136,290,논산시
290000404,대촌1리.성모마을,127.1716211,36.28535,290,논산시
290000405,대우리,127.1717482,36.281178,290,논산시
290000406,대우리,127.1724142,36.278064,290,논산시
290000407,어은2리,127.1746681,36.271008,290,논산시
290000408,어은2리,127.176264,36.267963,290,논산시
290000409,어은1리,127.177565,36.2592,290,논산시
290000410,어은1리,127.1776882,36.25648,290,논산시
290000411,백석리,127.1782462,36.249579,290,논산시
290000412,백석초등학교,127.1779171,36.247478,290,논산시
290000413,덕암1리,127.1757442,36.242676,290,논산시
290000414,덕암,127.1789572,36.238867,290,논산시
290000415,장전리,127.1809102,36.234927,290,논산시
290000416,장전리,127.1845102,36.231604,290,논산시
290000417,장전리,127.1873311,36.227922,290,논산시
290000418,표정1리,127.1887801,36.224708,290,논산시
290000419,표정리,127.1922941,36.218294,290,논산시
290000420,고양리,127.195488,36.215586,290,논산시
290000421,청동리,127.1990812,36.214082,290,논산시
290000422,연산중학교,127.2076819,36.214421,290,논산시
290000423,연산리,127.2114652,36.215495,290,논산시
290000424,연산시장,127.2167251,36.216727,290,논산시
290000425,연산리,127.2176071,36.214048,290,논산시
290000426,연산리,127.218294,36.211374,290,논산시
290000427,연산정류소,127.2186749,36.209133,290,논산시
290000428,연산3리.연산구사거리,127.219338,36.208329,290,논산시
290000429,연산3리.연산구사거리,127.219505,36.208392,290,논산시
290000430,청동리,127.2110692,36.21102,290,논산시
290000431,연산중학교,127.2056821,36.211975,290,논산시
290000432,청동리,127.2012682,36.210654,290,논산시
290000433,청동4리.농협공판장앞,127.1978071,36.209412,290,논산시
290000434,한전리,127.1895361,36.208711,290,논산시
290000435,임리2리,127.1828632,36.211206,290,논산시
290000436,임리,127.177124,36.212374,290,논산시
290000437,외성리,127.1654251,36.214398,290,논산시
290000438,외성2리,127.1600881,36.213352,290,논산시
290000439,외성3리,127.151127,36.209959,290,논산시
290000440,반송2리(부황입구방면),127.147451,36.211086,290,논산시
290000441,부황입구,127.144071,36.212865,290,논산시
290000442,마구평4리.신촌,127.1359069,36.213978,290,논산시
290000443,마구평3리.부적파출소앞,127.1260739,36.213824,290,논산시
290000444,마구평2리.율림촌,127.1193142,36.212803,290,논산시
290000445,아호1리.애오랏,127.1149801,36.211748,290,논산시
290000446,무지동,127.1078122,36.2106,290,논산시
290000447,황산장례문화원,127.1038871,36.210005,290,논산시
290000448,낙원마을앞,127.096349,36.208464,290,논산시
290000449,디지털프라자,127.0940911,36.207117,290,논산시
290000450,취암동,127.0910131,36.205279,290,논산시
290000451,연산중앞,127.205789,36.212219,290,논산시
290000452,연산정류소,127.2188059,36.208607,290,논산시
290000453,연산.논산동부농협,127.2183829,36.208248,290,논산시
290000454,신양리,127.217561,36.204549,290,논산시
290000455,명암1리,127.212133,36.194772,290,논산시
290000456,반곡1리,127.2086341,36.189708,290,논산시
290000457,반곡정류소,127.2041932,36.182643,290,논산시
290000458,거사리,127.2032989,36.178088,290,논산시
290000460,거사3리,127.2037471,36.173538,290,논산시
290000461,신흥리,127.205033,36.168781,290,논산시
290000462,신흥리,127.206014,36.166707,290,논산시
290000463,모촌2리,127.2058859,36.161814,290,논산시
290000464,모촌리,127.2071272,36.156348,290,논산시
290000465,모촌1리.띠울,127.2100421,36.153036,290,논산시
290000466,신기리,127.216773,36.149742,290,논산시
290000467,남산2리,127.2276691,36.148444,290,논산시
290000468,건양중.고앞,127.2319042,36.14139,290,논산시
290000469,양촌사거리,127.2372001,36.137313,290,논산시
290000470,양촌농협,127.2393421,36.1358,290,논산시
290000471,인천4리,127.2432841,36.132946,290,논산시
290000472,채광리,127.249722,36.131505,290,논산시
290000473,채광1리.새터마을,127.254875,36.13041,290,논산시
290000474,채광리,127.2578231,36.129213,290,논산시
290000475,신기1리,127.2606901,36.119637,290,논산시
290000476,신기리,127.2631342,36.112149,290,논산시
290000477,신기리,127.263254,36.110916,290,논산시
290000478,신기리,127.2633862,36.110925,290,논산시
290000479,신기리,127.263272,36.11214,290,논산시
290000480,신기1리,127.260851,36.119601,290,논산시
290000481,채광리,127.2579181,36.129285,290,논산시
290000482,채광1리.새터마을,127.2548531,36.130536,290,논산시
290000483,채광리,127.249691,36.1314,290,논산시
290000484,인천4리,127.2428122,36.133443,290,논산시
290000485,양촌농협,127.2393832,36.135917,290,논산시
290000486,양촌약국,127.237109,36.137535,290,논산시
290000487,건양중.고앞,127.2319852,36.14148,290,논산시
290000488,남산2리,127.2277141,36.148536,290,논산시
290000489,신기리,127.2167971,36.149849,290,논산시
290000490,모촌1리.띠울,127.2100972,36.15314,290,논산시
290000491,모촌리,127.2072571,36.156366,290,논산시
290000492,모촌2리,127.2066682,36.161763,290,논산시
290000493,신흥리,127.2066991,36.165685,290,논산시
290000494,신흥리,127.2050471,36.169449,290,논산시
290000495,거사3리,127.204078,36.173562,290,논산시
290000496,신흥1리,127.2039181,36.174834,290,논산시
290000498,반곡리,127.2041341,36.182024,290,논산시
290000499,반곡1리,127.209577,36.190237,290,논산시
290000500,명암1리,127.21288,36.195297,290,논산시
290000501,신양리,127.2179369,36.204814,290,논산시
290000502,연산.논산동부농협,127.2186911,36.208073,290,논산시
290000503,연산중앞,127.205672,36.212318,290,논산시
290000504,송정리,127.2254011,36.215865,290,논산시
290000505,송정2리.한림정,127.2269452,36.223776,290,논산시
290000506,송정2리,127.2277642,36.227602,290,논산시
290000507,송정1리,127.2283099,36.234052,290,논산시
290000508,천호리,127.2279532,36.239652,290,논산시
290000509,화악리,127.228316,36.245808,290,논산시
290000510,천호리,127.228563,36.252486,290,논산시
290000511,화악리,127.2279172,36.245086,290,논산시
290000512,천호리,127.227731,36.240309,290,논산시
290000513,송정리,127.2279751,36.234168,290,논산시
290000514,송정2리,127.227393,36.227372,290,논산시
290000515,송정2리.한림정,127.2262748,36.223294,290,논산시
290000516,송정리,127.2250102,36.216783,290,논산시
290000517,대목골,127.2508531,36.210843,290,논산시
290000518,한삼천리,127.2567532,36.209132,290,논산시
290000519,한삼천리,127.2622831,36.208528,290,논산시
290000520,한삼천1리,127.2656761,36.205159,290,논산시
290000521,한삼천2리,127.264091,36.200133,290,논산시
290000522,한삼천교,127.2634261,36.196992,290,논산시
290000523,새한주유소,127.2662701,36.195135,290,논산시
290000524,사정2리,127.2711701,36.19557,290,논산시
290000525,사정리,127.2733672,36.196461,290,논산시
290000526,부엉골교,127.2813811,36.198135,290,논산시
290000527,사정1리,127.2854311,36.196494,290,논산시
290000528,대덕리,127.2916411,36.198151,290,논산시
290000529,대덕리,127.2946702,36.192149,290,논산시
290000530,대덕가정리,127.2906331,36.185684,290,논산시
290000531,검천리,127.29483,36.175949,290,논산시
290000532,덕곡리,127.2979141,36.17091,290,논산시
290000533,영주사입구,127.2993181,36.166626,290,논산시
290000534,도산리,127.3119091,36.163944,290,논산시
290000535,도산정류소,127.316691,36.162153,290,논산시
290000536,도산1리,127.317591,36.161769,290,논산시
290000537,도산2리,127.313771,36.161208,290,논산시
290000538,수락1리,127.3075711,36.154233,290,논산시
290000539,수락1리,127.3053301,36.149328,290,논산시
290000540,수락리,127.305734,36.145359,290,논산시
290000541,수락1리,127.30545,36.149265,290,논산시
290000542,수락1리,127.307633,36.154149,290,논산시
290000543,도산2리,127.313775,36.1611,290,논산시
290000545,도산정류소,127.3167292,36.16226,290,논산시
290000546,도산리,127.3118641,36.164052,290,논산시
290000547,영주사입구,127.2992962,36.166806,290,논산시
290000548,덕곡리,127.29798,36.170757,290,논산시
290000549,검천리,127.2948862,36.176055,290,논산시
290000550,대덕가정리,127.290749,36.185625,290,논산시
290000551,대덕리,127.2947,36.191881,290,논산시
290000552,대덕리,127.291446,36.198198,290,논산시
290000553,사정1리,127.2853822,36.196596,290,논산시
290000554,부엉골교,127.2814132,36.198252,290,논산시
290000555,사정리,127.2733402,36.196567,290,논산시
290000556,사정2리,127.271039,36.195642,290,논산시
290000557,새한주유소,127.2663472,36.195228,290,논산시
290000558,한삼천교,127.2633638,36.197194,290,논산시
290000559,한삼천2리,127.2642322,36.200133,290,논산시
290000560,벌곡,127.265769,36.205121,290,논산시
290000561,한삼천리,127.2623101,36.208634,290,논산시
290000562,한삼천리,127.2565861,36.209249,290,논산시
290000563,대목골,127.2508391,36.210951,290,논산시
290000564,조령리(조령리213),127.2729712,36.237309,290,논산시
290000565,조령리,127.2729301,36.231704,290,논산시
290000566,양산1리,127.27062,36.215719,290,논산시
290000567,수정리,127.2694612,36.212184,290,논산시
290000568,양산교,127.2675841,36.208836,290,논산시
290000569,양산2리,127.2678502,36.209048,290,논산시
290000570,수정리,127.269594,36.212166,290,논산시
290000571,양산1리,127.2707701,36.215703,290,논산시
290000572,조령리입구,127.2779752,36.222606,290,논산시
290000573,조령리,127.27301,36.231606,290,논산시
290000574,조령리,127.2728401,36.237282,290,논산시
290000577,감곡초교,127.1620282,36.209898,290,논산시
290000578,감곡1리,127.1616091,36.208115,290,논산시
290000579,감곡리,127.1613251,36.203495,290,논산시
290000580,충곡1리,127.1626301,36.202256,290,논산시
290000581,충곡1리,127.1679592,36.199836,290,논산시
290000582,충곡1.2리,127.169375,36.197026,290,논산시
290000583,충곡2리,127.172111,36.195252,290,논산시
290000584,충곡2리,127.1738542,36.194542,290,논산시
290000585,계백장군묘소.군사박물관,127.1739622,36.191268,290,논산시
290000586,신풍리,127.174923,36.188667,290,논산시
290000587,신풍리,127.177092,36.184968,290,논산시
290000588,신풍리,127.1750062,36.188694,290,논산시
290000589,계백장군묘소.군사박물관,127.1740612,36.191259,290,논산시
290000590,충곡2리,127.1738851,36.194612,290,논산시
290000591,충곡2리,127.1721892,36.195381,290,논산시
290000592,충곡1.2리,127.1694622,36.197045,290,논산시
290000593,감곡2리,127.1680042,36.199905,290,논산시
290000594,감곡리,127.162661,36.202347,290,논산시
290000595,감곡리,127.161441,36.203524,290,논산시
290000596,감곡1리,127.1617031,36.208125,290,논산시
290000597,감곡초교,127.1621182,36.20988,290,논산시
290000598,반송1리,127.130382,36.204021,290,논산시
290000599,반송1리,127.1306351,36.201087,290,논산시
290000600,신교리,127.1325262,36.192816,290,논산시
290000602,탑정2리,127.1332631,36.190863,290,논산시
290000603,탑정2구,127.1354011,36.190079,290,논산시
290000606,신교1리,127.1450891,36.188415,290,논산시
290000607,탑정2구,127.135391,36.190134,290,논산시
290000608,탑정2리,127.1332462,36.190917,290,논산시
290000609,신교2리,127.1313832,36.192669,290,논산시
290000610,신교리,127.1326111,36.192797,290,논산시
290000611,반송1리,127.1307172,36.20105,290,논산시
290000612,반송1리,127.1304562,36.204071,290,논산시
290000615,신교3리,127.1463829,36.19798,290,논산시
290000616,반송3리,127.1441491,36.202149,290,논산시
290000618,부인3구.샛터,127.114794,36.219114,290,논산시
290000619,부인1리,127.1175772,36.218763,290,논산시
290000620,마구평2구,127.1197951,36.218574,290,논산시
290000621,부적면사무소,127.1275762,36.215439,290,논산시
290000622,덕평3리,127.1312752,36.219263,290,논산시
290000623,덕평2리,127.1361341,36.2232,290,논산시
290000624,덕평1리,127.1387981,36.225539,290,논산시
290000625,덕평1리,127.145336,36.222902,290,논산시
290000626,부황1리,127.1472689,36.225465,290,논산시
290000627,송산리.오구미마을,127.1509499,36.237489,290,논산시
290000628,송산리,127.1563852,36.241317,290,논산시
290000631,송산리,127.1574922,36.241584,290,논산시
290000632,송산리,127.1563222,36.241371,290,논산시
290000633,송산리.오구미마을,127.1509171,36.237629,290,논산시
290000634,부황1리,127.1474888,36.225657,290,논산시
290000635,덕평1리,127.1451751,36.222912,290,논산시
290000636,덕평1리,127.138856,36.22562,290,논산시
290000637,덕평2리,127.136097,36.22325,290,논산시
290000638,덕평3리,127.131224,36.219276,290,논산시
290000639,부적면사무소,127.1275942,36.215484,290,논산시
290000640,마구평2구,127.1198041,36.218518,290,논산시
290000641,부인1리,127.1175829,36.218817,290,논산시
290000642,부인3구.샛터,127.1148491,36.219268,290,논산시
290000643,양촌1리,127.244313,36.122974,290,논산시
290000644,양촌리,127.2426631,36.11997,290,논산시
